                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    340,                0.69988,                0.99817,                0.43037,                0.85944,                 0.9451,                0.93561,                0.96408,                0.75506,                0.93662,                0.86364,                0.91236,                0.50557,                 0.8601,                 1.4306,                0.47243,                 0.9309,              0.0005084,              0.0005084,              0.0005084
                    341,                0.71336,                  1.021,                0.43147,                0.86822,                0.95461,                0.93561,                 0.9686,                0.75795,                0.93335,                0.84873,                0.90838,                  0.501,                0.84982,                 1.4401,                0.46019,                0.92662,               0.000504,               0.000504,               0.000504
                    342,                0.73733,                  1.027,                0.43105,                  0.859,                 0.9781,                0.92045,                 0.9696,                0.75963,                0.92761,                0.87373,                0.91983,                0.49596,                0.85476,                 1.4615,                0.46461,                0.92922,              0.0004996,              0.0004996,              0.0004996
                    343,                0.71386,                 1.0132,                0.43502,                 0.8601,                 0.9539,                0.94057,                0.96719,                  0.757,                0.90762,                0.86364,                0.91189,                0.49067,                0.88067,                 1.5362,                0.47349,                0.93757,              0.0004952,              0.0004952,              0.0004952
                    344,                 0.7574,                 1.0042,                0.45117,                0.87188,                0.94899,                0.94697,                0.97063,                0.75958,                0.91281,                0.87243,                0.92383,                0.53462,                0.86491,                 1.4192,                0.46543,                0.93339,              0.0004908,              0.0004908,              0.0004908
                    345,                0.74159,                 1.0049,                0.45048,                0.86223,                0.96472,                0.93207,                 0.9718,                0.75796,                0.91671,                0.87547,                0.92284,                0.51674,                0.87723,                 1.4955,                0.46015,                0.93641,              0.0004864,              0.0004864,              0.0004864
                    346,                0.73385,                 1.0251,                0.43873,                0.85171,                0.97623,                 0.9335,                0.97434,                0.75205,                0.92464,                0.88309,                0.93114,                0.47485,                0.89086,                 1.5223,                0.46016,                0.93899,               0.000482,               0.000482,               0.000482
                    347,                0.70939,                0.98956,                0.43059,                0.86326,                0.96076,                0.92754,                0.96759,                0.74162,                0.90954,                0.87598,                0.91677,                0.48383,                0.89712,                 1.4244,                0.46561,                0.94463,              0.0004776,              0.0004776,              0.0004776
                    348,                0.73023,                 1.0258,                0.44356,                0.85733,                 0.9652,                0.92803,                0.97296,                0.73402,                0.91904,                  0.875,                0.91968,                 0.4922,                0.92369,                  1.412,                0.47523,                0.95271,              0.0004732,              0.0004732,              0.0004732
                    349,                0.71312,                   1.02,                0.43063,                0.85974,                0.96285,                0.92803,                0.97225,                0.74301,                0.91335,                0.87879,                0.92615,                0.49359,                0.90878,                 1.4461,                0.47115,                0.95016,              0.0004688,              0.0004688,              0.0004688
                    350,                0.76498,                 1.0452,                0.45512,                0.87577,                 0.9601,                0.91147,                0.96113,                0.74117,                0.94145,                0.85985,                 0.9258,                0.48717,                0.89737,                 1.5727,                0.47085,                0.94753,              0.0004644,              0.0004644,              0.0004644
                    351,                0.69855,                0.98601,                0.43112,                0.85225,                  0.957,                0.92722,                0.96087,                0.74244,                 0.9446,                0.86364,                0.93117,                0.50218,                0.88314,                 1.4816,                0.47076,                0.94366,                0.00046,                0.00046,                0.00046
                    352,                 0.7288,                 1.0515,                0.43898,                0.85929,                0.94971,                0.92995,                0.97243,                0.75096,                0.91109,                0.90152,                0.93514,                0.50538,                 0.8711,                 1.4452,                0.47015,                0.94435,              0.0004556,              0.0004556,              0.0004556
                    353,                0.72292,                 1.0479,                0.43566,                0.86676,                0.93514,                0.93939,                0.96538,                0.74934,                0.92877,                0.86364,                0.92435,                0.47201,                0.88749,                 1.5294,                0.48178,                0.94877,              0.0004512,              0.0004512,              0.0004512
                    354,                0.68832,                0.96188,                0.42132,                 0.8519,                0.96062,                0.92402,                0.96924,                 0.7584,                0.92231,                0.88636,                0.93504,                0.50999,                0.84549,                 1.3899,                0.46917,                0.93564,              0.0004468,              0.0004468,              0.0004468
                    355,                0.73077,                 1.0427,                0.43877,                0.86599,                0.92937,                0.94706,                0.96526,                0.73142,                0.92043,                0.84848,                0.91704,                0.46964,                0.93004,                   1.54,                0.49902,                0.95196,              0.0004424,              0.0004424,              0.0004424
                    356,                0.69908,                0.99753,                0.42569,                0.85022,                0.94708,                0.94915,                0.96348,                0.73501,                0.92192,                0.85227,                0.91625,                0.47501,                 0.9141,                  1.583,                0.49618,                0.94806,               0.000438,               0.000438,               0.000438
                    357,                0.73228,                 1.0123,                0.43725,                0.85058,                0.96086,                0.92982,                 0.9668,                0.74946,                0.93478,                0.86859,                0.92252,                0.49835,                0.87106,                 1.5163,                0.47386,                0.93461,              0.0004336,              0.0004336,              0.0004336
                    358,                0.72223,                 1.0106,                  0.434,                0.84587,                0.96493,                0.93794,                0.96998,                 0.7273,                0.92637,                0.85784,                 0.9181,                0.46011,                0.94641,                 1.6273,                0.48898,                 0.9538,              0.0004292,              0.0004292,              0.0004292
                    359,                0.71336,                 1.0299,                0.42999,                0.86029,                0.96835,                0.92705,                0.97201,                0.74913,                0.92655,                0.85985,                0.92236,                0.49048,                0.89296,                 1.4996,                0.47819,                0.93941,              0.0004248,              0.0004248,              0.0004248
                    360,                0.70415,                 1.0169,                0.42915,                0.84642,                0.96845,                0.93017,                0.97069,                 0.7565,                0.91812,                0.87121,                0.92072,                0.50773,                0.87164,                 1.4955,                0.46574,                0.93751,              0.0004204,              0.0004204,              0.0004204
                    361,                0.70364,                 1.0071,                0.43727,                0.86073,                0.93288,                0.96212,                0.97127,                0.73497,                0.91915,                0.86132,                0.91705,                0.46098,                0.91538,                 1.5575,                0.48348,                0.95029,               0.000416,               0.000416,               0.000416
                    362,                0.73036,                 1.0348,                0.43613,                0.85169,                0.94038,                0.95076,                0.96869,                0.73469,                0.90811,                0.86099,                 0.9034,                0.48029,                0.91426,                 1.5267,                0.48627,                0.95246,              0.0004116,              0.0004116,              0.0004116
                    363,                0.71371,                0.99725,                0.42847,                0.85507,                0.96086,                0.93561,                0.96992,                0.74435,                 0.9277,                 0.8748,                0.92409,                 0.4994,                0.86585,                 1.5633,                0.46253,                0.93916,              0.0004072,              0.0004072,              0.0004072
                    364,                0.69148,                0.99667,                0.42472,                0.86915,                0.95351,                0.93217,                0.96936,                0.74343,                0.92455,                0.87879,                0.92843,                0.47325,                0.86279,                 1.6028,                0.46491,                 0.9349,              0.0004028,              0.0004028,              0.0004028
                    365,                0.71269,                 1.0047,                 0.4289,                0.85803,                0.94705,                0.94843,                0.97023,                0.74707,                0.91405,                0.88624,                0.92646,                0.47557,                0.87612,                 1.5194,                0.47426,                0.93945,              0.0003984,              0.0003984,              0.0003984
                    366,                0.73383,                 1.0421,                0.44381,                0.86756,                0.96094,                0.93191,                0.97396,                0.76283,                0.92118,                 0.8854,                0.93055,                0.52386,                0.85246,                 1.3971,                0.47091,                0.93457,               0.000394,               0.000394,               0.000394
                    367,                 0.7415,                 1.0155,                0.43863,                0.85791,                0.96119,                0.93801,                0.96958,                0.75064,                 0.9072,                0.86364,                0.90468,                0.48436,                 0.8664,                 1.4704,                0.47686,                0.93562,              0.0003896,              0.0003896,              0.0003896
                    368,                0.71239,                0.99279,                0.43454,                0.84431,                0.94673,                0.94255,                0.97192,                0.74993,                0.90596,                0.87121,                0.91884,                0.45964,                0.88702,                 1.5663,                0.46771,                0.94113,              0.0003852,              0.0003852,              0.0003852
                    369,                0.70801,                 1.0119,                0.42233,                 0.8494,                0.96462,                0.92944,                0.97274,                0.76085,                0.91351,                 0.8802,                0.92398,                0.49476,                0.85733,                 1.5569,                0.46189,                0.93454,              0.0003808,              0.0003808,              0.0003808
                    370,                0.70225,                0.95973,                0.42476,                0.84141,                0.94623,                 0.9333,                0.97071,                0.75407,                0.89612,                0.88228,                0.92277,                0.50281,                0.87287,                   1.55,                0.47776,                0.93513,              0.0003764,              0.0003764,              0.0003764
                    371,                0.71013,                0.97518,                0.44061,                0.85749,                0.95171,                0.94318,                0.97002,                0.74342,                0.89787,                0.89917,                0.92508,                0.47419,                0.89019,                 1.5632,                 0.4789,                0.93868,               0.000372,               0.000372,               0.000372
                    372,                0.73523,                 1.0344,                0.44381,                0.86904,                0.95747,                0.93815,                 0.9658,                0.74396,                 0.8948,                  0.875,                0.90911,                0.48863,                0.89112,                 1.5022,                0.47504,                0.94107,              0.0003676,              0.0003676,              0.0003676
                    373,                0.70448,                0.98804,                0.43304,                0.87184,                0.95028,                0.94109,                0.96922,                0.74897,                 0.8914,                0.90168,                0.91874,                0.50361,                0.85842,                  1.414,                0.46395,                0.93813,              0.0003632,              0.0003632,              0.0003632
                    374,                0.68228,                0.96473,                 0.4165,                0.85722,                0.96121,                0.93939,                0.96824,                0.73837,                0.89204,                0.91667,                0.92969,                0.48392,                0.89568,                  1.505,                0.48023,                 0.9493,              0.0003588,              0.0003588,              0.0003588
                    375,                0.70988,                 1.0275,                0.42556,                0.84855,                0.96446,                0.92522,                0.96645,                 0.7479,                0.89328,                 0.9053,                0.92762,                0.48128,                0.86677,                 1.4979,                0.46973,                 0.9392,              0.0003544,              0.0003544,              0.0003544
                    376,                0.74579,                0.98057,                0.43807,                0.86216,                0.96063,                0.92416,                0.96443,                 0.7513,                0.93175,                0.88258,                0.93222,                0.51633,                0.85043,                 1.4355,                0.46648,                0.93889,                0.00035,                0.00035,                0.00035
                    377,                0.72002,                0.97692,                0.42808,                0.86429,                0.94911,                0.91838,                0.96723,                0.74715,                0.92311,                  0.875,                0.92295,                0.51574,                0.86924,                 1.4854,                0.46566,                 0.9436,              0.0003456,              0.0003456,              0.0003456
                    378,                0.72406,                0.99805,                0.42945,                0.84206,                0.91948,                0.95166,                0.96836,                0.74676,                0.91935,                0.86354,                0.92827,                0.49892,                0.86786,                 1.5082,                0.46159,                0.94325,              0.0003412,              0.0003412,              0.0003412
                    379,                0.70676,                 0.9643,                0.42596,                0.86241,                0.95619,                0.90939,                0.96775,                0.74613,                0.88817,                0.90251,                0.93165,                0.50189,                0.88392,                 1.4256,                0.46639,                0.94647,              0.0003368,              0.0003368,              0.0003368
                    380,                 0.7151,                0.99719,                 0.4216,                0.85706,                0.94087,                0.93561,                0.96602,                0.74901,                0.90595,                0.90152,                0.93066,                0.50373,                0.87639,                 1.4606,                  0.469,                0.94326,              0.0003324,              0.0003324,              0.0003324
                    381,                0.71574,                0.96059,                0.42771,                0.85655,                0.96406,                0.91457,                0.96817,                0.75427,                0.89343,                0.90152,                0.93065,                0.51712,                0.86107,                 1.4476,                0.46346,                0.93863,               0.000328,               0.000328,               0.000328
                    382,                0.72389,                0.98404,                0.43014,                0.84517,                0.94896,                0.91557,                0.96832,                0.75604,                0.90984,                 0.9174,                0.93845,                0.50046,                0.86744,                 1.5208,                0.46365,                0.94119,              0.0003236,              0.0003236,              0.0003236
                    383,                0.69805,                 1.0121,                0.42072,                0.86145,                 0.9543,                0.94922,                0.97563,                0.76024,                0.90588,                 0.9114,                0.93897,                0.50751,                0.85496,                 1.4705,                0.45502,                0.93609,              0.0003192,              0.0003192,              0.0003192
                    384,                0.68601,                0.96013,                0.41777,                0.84968,                0.95148,                0.93939,                0.96924,                 0.7619,                0.91691,                 0.8778,                0.92613,                0.50622,                0.86073,                 1.4671,                 0.4552,                0.93728,              0.0003148,              0.0003148,              0.0003148
                    385,                0.67513,                0.96113,                0.41064,                0.85204,                0.94993,                0.94318,                0.97127,                 0.7574,                0.93878,                0.87879,                0.93005,                0.51346,                0.87305,                 1.4497,                 0.4582,                0.94336,              0.0003104,              0.0003104,              0.0003104
                    386,                0.69638,                0.96568,                0.42824,                0.84463,                0.96025,                0.93561,                0.96739,                0.75912,                0.92514,                0.87121,                 0.9172,                0.49885,                0.84503,                 1.4625,                0.45354,                0.93523,               0.000306,               0.000306,               0.000306
                    387,                0.69321,                0.99572,                0.43057,                0.85236,                0.96112,                0.94697,                0.97139,                0.76429,                0.93301,                0.87879,                0.92403,                0.50146,                0.83324,                 1.4465,                0.45805,                0.93244,              0.0003016,              0.0003016,              0.0003016
                    388,                 0.7105,                 1.0037,                0.41981,                0.85137,                0.96185,                0.94697,                0.96883,                0.76258,                 0.9032,                0.88363,                0.91852,                0.50314,                0.84342,                 1.4848,                0.45575,                0.93355,              0.0002972,              0.0002972,              0.0002972
                    389,                  0.698,                 0.9903,                0.42871,                0.85325,                0.96475,                0.95076,                0.97477,                0.76033,                0.90639,                0.88024,                0.91982,                0.51218,                0.85897,                 1.5077,                0.45967,                0.93795,              0.0002928,              0.0002928,              0.0002928
                    390,                0.69126,                0.98775,                0.41487,                0.84245,                0.97663,                0.94991,                0.97655,                0.76407,                 0.8975,                0.89773,                0.93118,                0.52881,                0.83702,                 1.4205,                0.44621,                0.93648,              0.0002884,              0.0002884,              0.0002884
                    391,                0.68814,                0.97547,                0.42388,                0.85572,                 0.9587,                0.94697,                0.97664,                 0.7643,                0.89468,                0.88258,                  0.923,                0.50352,                0.85446,                 1.5266,                0.45321,                0.94041,               0.000284,               0.000284,               0.000284
                    392,                0.70218,                0.96697,                0.42227,                0.86952,                0.96104,                0.95076,                0.97269,                0.74856,                0.90418,                0.88258,                0.92039,                0.49478,                0.88992,                 1.5699,                0.45832,                0.95049,              0.0002796,              0.0002796,              0.0002796
                    393,                 0.6864,                0.97136,                0.41336,                0.85598,                 0.9731,                0.95076,                0.97577,                0.75935,                0.93113,                0.87121,                0.92606,                0.50961,                0.85118,                 1.4657,                0.44289,                0.93782,              0.0002752,              0.0002752,              0.0002752
                    394,                0.69529,                0.93952,                0.42271,                0.85029,                0.97274,                0.94629,                0.97216,                0.76114,                0.92014,                0.86364,                0.90778,                0.48702,                 0.8668,                   1.48,                0.44868,                0.93876,              0.0002708,              0.0002708,              0.0002708
                    395,                0.72207,                 1.0061,                0.44026,                0.85169,                0.95021,                0.93975,                0.97155,                0.74899,                0.90632,                0.84286,                0.90363,                0.45858,                0.89383,                  1.575,                0.46103,                0.94224,              0.0002664,              0.0002664,              0.0002664
                    396,                0.67453,                0.92638,                0.40392,                0.85044,                0.96872,                0.93842,                0.97428,                0.76315,                0.90559,                  0.875,                0.92007,                0.50099,                0.85099,                  1.481,                0.45153,                0.93431,               0.000262,               0.000262,               0.000262
                    397,                0.68794,                0.95666,                0.41552,                0.84836,                0.96861,                0.93503,                  0.974,                0.76381,                0.92078,                0.88636,                0.93894,                0.52015,                0.84461,                 1.4549,                0.45456,                0.93008,              0.0002576,              0.0002576,              0.0002576
                    398,                0.72563,                 1.0152,                 0.4213,                0.85543,                0.96845,                0.93025,                 0.9705,                0.75274,                0.90919,                0.87224,                0.92195,                0.49128,                 0.8547,                 1.5368,                0.46504,                0.92932,              0.0002532,              0.0002532,              0.0002532
                    399,                0.69759,                 0.9829,                0.42515,                0.85377,                0.96838,                0.92424,                0.96536,                0.74474,                0.90775,                0.89459,                0.92989,                0.47406,                0.86739,                 1.5044,                0.46624,                0.93282,              0.0002488,              0.0002488,              0.0002488
                    400,                0.73028,                0.99393,                0.43093,                0.85839,                 0.9473,                0.93182,                0.97016,                0.74718,                0.90991,                0.87997,                0.92449,                0.48363,                0.84812,                 1.5269,                0.46168,                 0.9319,              0.0002444,              0.0002444,              0.0002444
                    401,                0.68281,                0.99327,                0.42349,                0.83612,                0.96107,                0.93519,                0.96889,                0.75574,                0.92912,                  0.875,                 0.9271,                0.50148,                0.85373,                 1.5262,                0.45545,                0.93633,                0.00024,                0.00024,                0.00024
                    402,                 0.7167,                 1.0036,                0.42723,                0.86279,                0.96838,                0.92815,                0.97176,                0.75617,                0.93404,                0.86742,                 0.9269,                0.49625,                0.85538,                 1.5425,                0.44707,                0.93731,              0.0002356,              0.0002356,              0.0002356
                    403,                0.68041,                0.94601,                0.41717,                 0.8446,                0.96084,                0.92424,                0.96912,                0.75229,                0.93441,                 0.8634,                0.93138,                0.49232,                0.85673,                 1.5438,                0.44849,                0.93563,              0.0002312,              0.0002312,              0.0002312
                    404,                0.69104,                0.99854,                0.42159,                0.84603,                0.96493,                0.92803,                0.97248,                0.75031,                0.92598,                0.86742,                0.92619,                0.50097,                0.85714,                  1.488,                0.45485,                0.93596,              0.0002268,              0.0002268,              0.0002268
                    405,                0.69984,                0.94949,                0.42368,                0.85207,                0.96823,                0.92356,                0.97261,                0.75267,                0.91238,                0.86779,                0.91635,                0.50427,                0.85009,                 1.4608,                0.45552,                0.93261,              0.0002224,              0.0002224,              0.0002224
                    406,                0.68282,                 1.0159,                0.41164,                0.85291,                0.97207,                0.92268,                0.97086,                0.75187,                0.88403,                0.88258,                0.91157,                0.49064,                0.84899,                 1.5076,                0.45889,                0.93525,               0.000218,               0.000218,               0.000218
                    407,                0.66892,                0.95056,                 0.4098,                0.84585,                0.95384,                0.93924,                0.97484,                0.75718,                0.89298,                0.89015,                  0.924,                0.49778,                0.84652,                  1.452,                0.45312,                0.93562,              0.0002136,              0.0002136,              0.0002136
                    408,                0.68773,                0.99522,                0.41311,                  0.852,                 0.9723,                0.93075,                0.97363,                0.75688,                0.90897,                0.87121,                  0.918,                0.49219,                0.85331,                 1.4468,                0.45342,                0.93603,              0.0002092,              0.0002092,              0.0002092
                    409,                0.67377,                0.95653,                0.40987,                0.84682,                0.98002,                0.92903,                0.97446,                0.75791,                0.88436,                0.89798,                0.92138,                0.49937,                 0.8614,                 1.4602,                0.45832,                 0.9372,              0.0002048,              0.0002048,              0.0002048
                    410,                0.69812,                0.97198,                0.41897,                0.84701,                0.97522,                0.92045,                0.97046,                0.75386,                0.88588,                0.91157,                0.93012,                  0.517,                0.86082,                 1.4776,                0.45792,                0.93621,              0.0002004,              0.0002004,              0.0002004
                    411,                 0.6621,                0.96998,                0.40626,                0.85363,                0.97353,                0.91667,                0.97167,                0.75988,                0.90106,                0.90909,                 0.9323,                0.52309,                0.84155,                 1.4465,                0.45439,                0.93048,               0.000196,               0.000196,               0.000196
                    412,                0.67332,                 0.9765,                0.40609,                0.84825,                0.97265,                0.91288,                0.97057,                0.74714,                0.91711,                0.88012,                0.93509,                0.49046,                0.88235,                 1.5432,                  0.465,                0.93873,              0.0001916,              0.0001916,              0.0001916
                    413,                0.70485,                0.96855,                0.42038,                0.85791,                0.95217,                0.93939,                0.97146,                0.75528,                0.90282,                0.89015,                0.93116,                0.48362,                0.86947,                 1.5669,                 0.4668,                0.93555,              0.0001872,              0.0001872,              0.0001872
                    414,                 0.6784,                0.97119,                 0.4102,                0.84445,                0.95005,                0.93653,                0.97032,                0.74639,                0.90542,                0.89394,                0.93276,                0.49654,                0.89603,                 1.5322,                0.47061,                0.94336,              0.0001828,              0.0001828,              0.0001828
                    415,                0.66774,                 0.9403,                0.40671,                0.82321,                0.96102,                0.93561,                0.97276,                0.75146,                0.91053,                0.88668,                0.93717,                0.50624,                0.86083,                 1.4386,                0.45698,                0.93418,              0.0001784,              0.0001784,              0.0001784
                    416,                0.65708,                0.94512,                0.40223,                0.82953,                0.95207,                0.93939,                0.97073,                0.75154,                 0.9053,                0.86904,                0.90752,                0.48711,                0.87887,                 1.5152,                0.46468,                0.93919,               0.000174,               0.000174,               0.000174
                    417,                0.67855,                0.95789,                0.41524,                0.86653,                0.97432,                0.92803,                 0.9717,                0.76521,                0.89133,                 0.9053,                0.93054,                0.50314,                0.83821,                 1.4977,                0.45144,                 0.9308,              0.0001696,              0.0001696,              0.0001696
                    418,                0.70554,                0.98387,                  0.421,                0.84515,                0.96127,                0.94006,                0.97166,                0.76451,                0.89332,                  0.875,                0.91017,                0.49523,                0.84984,                 1.5431,                0.45301,                0.93464,              0.0001652,              0.0001652,              0.0001652
                    419,                 0.6878,                0.96685,                0.40997,                 0.8512,                0.94771,                0.96114,                0.97024,                 0.7566,                0.88414,                0.89604,                0.91529,                 0.4804,                0.86971,                 1.5405,                0.45533,                0.93866,              0.0001608,              0.0001608,              0.0001608
                    420,                0.66601,                0.96799,                0.40859,                  0.853,                0.95278,                0.95076,                0.97581,                0.75975,                0.90779,                0.88636,                0.93042,                0.51037,                0.85755,                 1.4539,                 0.4533,                 0.9387,              0.0001564,              0.0001564,              0.0001564
                    421,                0.66354,                0.94725,                0.40777,                0.84116,                0.95716,                0.95455,                0.97566,                0.76529,                0.88985,                0.88743,                0.92083,                0.50903,                0.84219,                 1.4202,                 0.4517,                0.93241,               0.000152,               0.000152,               0.000152
                    422,                0.67888,                0.97636,                0.41893,                0.84598,                0.95474,                 0.9589,                 0.9757,                0.76104,                 0.8922,                0.89773,                0.92201,                0.50746,                0.85354,                 1.4542,                0.45372,                0.93634,              0.0001476,              0.0001476,              0.0001476
                    423,                0.66753,                0.96045,                0.41364,                0.84317,                0.96508,                0.94222,                0.96987,                0.75569,                0.91604,                0.86364,                0.90499,                0.49448,                0.86773,                 1.4931,                0.45744,                0.93797,              0.0001432,              0.0001432,              0.0001432
                    424,                0.67781,                0.96779,                0.40716,                0.84369,                0.96477,                0.93362,                0.97015,                  0.745,                0.91394,                0.88494,                0.92229,                0.49104,                0.89335,                 1.5291,                0.46422,                0.94494,              0.0001388,              0.0001388,              0.0001388
                    425,                0.68314,                0.94171,                 0.4083,                0.84608,                0.94466,                0.95455,                 0.9682,                0.75308,                0.89593,                 0.9053,                 0.9176,                 0.4987,                0.88089,                 1.5096,                0.45943,                0.93924,              0.0001344,              0.0001344,              0.0001344
                    426,                0.65583,                0.92263,                 0.4035,                0.84956,                 0.9505,                0.94547,                0.96988,                0.75471,                0.91243,                0.90772,                0.92554,                0.49563,                0.86409,                 1.5093,                0.45197,                0.93284,                0.00013,                0.00013,                0.00013
                    427,                0.65675,                0.94878,                0.39789,                0.84545,                0.94824,                0.95455,                0.97267,                 0.7545,                0.90761,                0.91288,                0.93155,                0.49897,                0.85308,                 1.5081,                0.44444,                0.93105,              0.0001256,              0.0001256,              0.0001256
                    428,                0.68376,                0.92527,                0.40729,                0.85874,                0.94378,                0.94697,                0.97098,                0.75789,                0.89064,                0.89463,                0.91099,                0.48333,                0.86551,                 1.5086,                0.45177,                0.93607,              0.0001212,              0.0001212,              0.0001212
                    429,                0.68768,                 0.9313,                 0.4141,                0.84805,                0.96473,                0.93256,                0.96986,                0.75062,                0.90836,                 0.9053,                0.92489,                0.47747,                0.88484,                 1.5636,                0.45621,                0.93871,              0.0001168,              0.0001168,              0.0001168
                    430,                0.71166,                0.97138,                0.42816,                0.85384,                0.94698,                0.94721,                0.97298,                0.75171,                0.91045,                 0.9053,                0.92392,                0.48275,                0.88037,                 1.5385,                0.45261,                0.93762,              0.0001124,              0.0001124,              0.0001124
                    431,                0.66521,                0.94646,                0.40368,                0.86327,                0.96119,                0.93811,                0.96923,                0.75739,                0.92635,                 0.9052,                0.93746,                0.49683,                0.85747,                   1.49,                 0.4451,                0.93085,               0.000108,               0.000108,               0.000108
                    432,                0.65625,                0.96768,                0.40008,                0.83714,                0.96806,                0.91833,                0.96718,                0.74865,                 0.9064,                0.90152,                0.92409,                0.49761,                 0.8742,                 1.4898,                0.44858,                0.93822,              0.0001036,              0.0001036,              0.0001036
                    433,                 0.6498,                0.92561,                0.40539,                0.84679,                0.94337,                0.94646,                0.97043,                0.74754,                0.92116,                0.86742,                0.92008,                0.48617,                0.89396,                 1.5512,                0.45694,                0.94596,               9.92e-05,               9.92e-05,               9.92e-05
